content,labels
也 是 一如既往 得 舒服 ,舒适度佳
服务 态度 真的 太 差 ,客服态度差
推荐 码数 很 合适 ,尺码合适
杯 不到 窝 终于 找到 合适 内衣 ,尺码合适
穿 合适 ,尺码合适
超级 喜欢 ,整体满意度佳
还 客服 很 耐心 ,客服态度好
很 合身 穿 超级 舒服 ,舒适度佳
售后 是 真的 好 ,客服态度好
比 正常 稍微 大 一点点 ,偏大
货 越南 产 ,产地信息
衣服 质量 一直 都 很 好 ,做工优良
cool 就是 有点 毡 毛 物流 超 快 第二天就到 不过 袜子 有点 缩水 ,缩水
cool 就是 有点 毡 毛 物流 超 快 第二天就到 不过 袜子 有点 缩水 ,配送快
最 爱 ,整体满意度佳
技术 的确 穿 上 很 凉爽 ,透气
ems 也 挺 快 ,配送快
ems 太 慢 ,配送慢
ems 居然 第二天就到 ,配送快
ems 很 快 下 单 一天 就 到 ,配送快
ems 慢 要 死 ,配送慢
ems 慢 ,配送慢
ems 简直 差劲 慢 到 死 ,配送慢
ems 非常 快 ,配送快
完全 不好 穿 ,穿脱困难
esprit 质量 还是 有 保证 ,做工优良
e 家 尺码 就是 难 解 谜 ,尺码偏差
服务 很 好 ,客服态度好
系列 都 不错 ,整体满意度佳
gou 屎 一样 服务 态度 ,客服态度差
guess 一直 都 喜欢 ,意向顾客
guess 版型 比 其他 品牌 好 ,版型不错
guess 产品 就是 好大 牌 设计 超 值 价格 太 棒 ,性价比高
guess 版型 好 ,版型不错
guess 版型 很 好 ,版型不错
guess 牛仔裤 就是 非常 舒服 ,舒适度佳
guess 衣服 很 好 穿 也 很 好看 ,颜色外形美观
guess 质量 挺 好的 ,做工优良
好 ,整体满意度佳
好 发货 就 慢 ,整体满意度佳
好 发货 就 慢 ,发货慢
好看 ,颜色外形美观
好看 ,颜色外形美观
白 略 硬 穿 太 热 ,偏硬
美丽 ,颜色外形美观
舒服 ,舒适度佳
非常 满意 ,整体满意度佳
holister 沙滩 裤 很 好看 ,颜色外形美观
价廉物美 ,性价比高
价廉物美 ,颜色外形美观
就是 舒服 ,舒适度佳
尺码 偏大 ,偏大
衣服 真的 很 好 很 舒服 ,舒适度佳
衣服 真的 特别 舒服 ,舒适度佳
衣服 真的 穿 上 软软 超 舒服 ,舒适度佳
喜欢 ,整体满意度佳
鞋子 好看 ,颜色外形美观
种 草 十分 十分 分 好看 ,颜色外形美观
打折 很 划算 ,优惠活动
果然 很 可以 ,整体满意度佳
款式 深 心 ,设计好
衣服 就是 好 ,整体满意度佳
衣服 总是 好看 ,颜色外形美观
系列 品牌 款式 时尚 做工 优质 ,做工优良
价格 太 划算 ,性价比高
工装 裤 版型 没的说 ,版型不错
衣服 比 质量 好 ,做工优良
顺丰快递 很 快 ,配送快
包装 造 工 真的 不一般 ,包装完好
特别 漂亮 ,颜色外形美观
不 厚 ,不厚
很 棒 ,整体满意度佳
很 喜欢 ,整体满意度佳
旗舰店 客服 都 很 不错 ,客服态度好
外套 是 欧 版 要 比 正常 号 大一号 换货 历程 不 回 首 ,偏大
喜欢 ,整体满意度佳
很 满意 ,整体满意度佳
穿 很 合身 ,尺码合适
试 还 行 ,整体满意度佳
上 还有 胶 ,溢胶
也 很 正品 ,原装正品
亲 反馈 一样 ,与详情页一致
色 应该 是 白色 结果 是 灰色 劣质 感觉 不知道 是不是 正品 ,正品与否
性感 爱 nike ,整体满意度佳
感觉 是 假 ,正品与否
感觉 质量 很 次 ,做工粗糙
做工 也 不 太 讲究 ,做工粗糙
还 会 褪色 ,掉色
颜色 搭配 好看 ,搭配性强
很 棒 ,整体满意度佳
号 刚刚 好 ,尺码合适
号 刚好 ,尺码合适
号 刚好 合身 ,尺码合适
号 正好 ,尺码合适
号 衣服 不大 ,无效信息
号 裤子 腰 有点 大 ,偏大
合适 ,尺码合适
客服 很 细心 认真 回答 问题 ,客服态度好
有点 挤 最好 大一号 不过 超 舒服 ,舒适度佳
正 合适 ,尺码合适
正好 ,尺码合适
比较 合身 ,尺码合适
正好 ,尺码合适
算 刚好 ,尺码合适
码 刚好 ,尺码合适
码 合适 ,尺码合适
码 正好 ,尺码合适
衣服 很 薄 ,偏薄
超 合适 ,尺码合适
还是 小了 点 ,偏小
鞋子 挺 轻 ,轻巧轻便
也 是 可以 ,整体满意度佳
刚刚 好 ,尺码合适
刚好 ,尺码合适
号 体重 穿 刚好 ,尺码合适
号 刚好 ,尺码合适
号 刚好 合适 ,尺码合适
号 合身 ,尺码合适
号 合适 ,尺码合适
号 大小 刚好 ,尺码合适
号 尽然 大 ,偏大
号 正 合适 ,尺码合适
号 正好 ,尺码合适
合适 ,尺码合适
相差 很多 有点 厚 ,偏厚
大小 合适 ,尺码合适
大 很多 ,偏大
感觉 还是 大了 欧 美 码 就是 大 很多 ,偏大
有 弹性 不 透 很 好 手感 很 舒适 ,弹性佳
有 弹性 不 透 很 好 手感 很 舒适 ,手感好
正 合 好 ,尺码合适
正好 ,尺码合适
比 想象 中 大 ,偏大
略 有点 小 ,偏小
合适 ,尺码合适
真的 小 ,偏小
码 ,尺码合适
码 也 非常 合适 ,尺码合适
码 修身 效果 ,尺码合适
码 修身 效果 ,版型不错
码 偏大 ,偏大
码 刚刚 好 ,尺码合适
码 刚好 ,尺码合适
码 刚好 合适 ,尺码合适
码 合适 ,尺码合适
码 合适 正好 ,尺码合适
码 合适 自己 ,尺码合适
码 孩子 穿 挺 合适 ,尺码合适
码 很 合适 ,尺码合适
码 正 合适 ,尺码合适
码 正好 ,尺码合适
码 刚好 ,尺码合适
码 完全 够 穿 ,尺码合适
码 稍微 大 ,偏大
码 本人 ,尺码合适
还是 大了 ,偏大
nice 正品 无异 ,原装正品
nice 不过 舒适度 一般 讲 真 ,整体满意度中
nice 女朋友 送 很 喜欢 准备 过 天 再 入手 件 唯一 缺点 有点 长 ,偏长
nice 女朋友 送 很 喜欢 准备 过 天 再 入手 件 唯一 缺点 有点 长 ,意向顾客
nice 很 薄 透气 ,透气
nice 挺 好的 ,整体满意度佳
nice 绝对 可以 ,整体满意度佳
nice 质量 棒棒哒 ,做工优良
踩 开 气垫 感觉 明显 ,气垫效果好
nike 一如既往 好 ,整体满意度佳
nike 不错 ,整体满意度佳
nike 做工 真 不敢恭维 超级 差 ,做工粗糙
nike 做工 越来越 差 鞋 不 产 有点 略 大 ,做工粗糙
nike 勾 上 有 污点 ,存在污渍
nike 喜欢 很多 ,整体满意度佳
nike 好的 没得说 快递 也 很 快 好评 ,配送快
nike 官方旗舰店 相信 是 正品 ,原装正品
nike 官网 质量 也 不用 说 顺丰 包邮 好评 ,做工优良
nike 家 凉 鞋 一直 偏大 ,偏大
nike 就是 好 ,整体满意度佳
nike 店 服务 一如既往 好 ,客服态度好
nike 物流 很 快 ,配送快
nike 做工 真是 越来越 差 ,做工粗糙
nike 包装 都 很 不错 ,包装完好
nike 客服 不咋地 ,客服态度差
nike 客服 也 都 很 好 很 耐心 ,客服态度好
nike 技术 做工 ,做工优良
nike 服务 真心 没的说 ,客服态度好
nike 物流 是 真的 快 ,配送快
nike 衣服 版型 就是 好 ,版型不错
nike 质量 就是 好 ,做工优良
nike 质量 没的说 ,做工优良
nike 质量 肯定 放心 ,做工优良
nike 运动鞋 穿 码 ,尺码合适
nike 鞋 一直 会 是 备选 方案 ,意向顾客
nike 鞋子 还是 很 舒服 ,舒适度佳
nike 鞋 就是 有型 ,版型不错
nike 码 偏小 ,偏小
nike 舒服 应该 是 正品 ,原装正品
nike 质量 好 ,做工优良
nike 质量 还是 不错 ,做工优良
nike 还是 可以 ,整体满意度佳
nike 鞋 好 走 ,整体满意度佳
nike 鞋子 穿 起来 很 舒适 对得起 价格 ,舒适度佳
次 购买 ,意向顾客
刚刚 好 无 非常 舒适 ,尺码合适
刚刚 好 无 非常 舒适 ,舒适度佳
ok 习惯 好评 ,整体满意度佳
ok 合身 ,尺码合适
ok 能 说 蛮 贵 ,性价比低
应该 更 好看 ,颜色外形欠佳
价格 也 很 便宜 ,性价比高
系列 很 舒服 ,舒适度佳
本来 也 没 想 要 补 差价 ,商家补偿
鞋子 还 没收 到 就 降价 ,价格波动
客服 人员 回复 快速 ,回复速度快
尺码 不 准 ,尺码偏差
很 美貌 ,颜色外形美观
裤 长 稍 长 ,偏长
质量 非常 好 ,做工优良
系列 质量 又 好 又 舒服 ,做工优良
满意 ,整体满意度佳
一天 到 ,配送快
就是 快 ,配送快
很 快 ,配送快
速度 果然 不是 盖 ,配送快
速度 很 快 ,配送快
也 很 长 ,偏长
刚刚 好 ,尺码合适
刚好 ,尺码合适
的确 比 nike 其他 款 半号 ,偏小
版 版型 超级 好 性价比 最高 ,性价比高
很 赞 ,整体满意度佳
快 ,配送快
刚好 ,尺码合适
号 很 合身 ,尺码合适
号 偏大 穿 像 宇航员 ,偏大
号 刚好 ,尺码合适
号 合适 ,尺码合适
号 大小 正好 ,尺码合适
号 好 小 ,偏小
号 正好 ,尺码合适
号 就是 有点 大 ,偏大
号 都 很大 ,偏大
合身 ,尺码合适
合适 ,尺码合适
就 好 ,整体满意度佳
有点 大 ,偏大
正好 ,尺码合适
都 非常 大 ,偏大
真的 很 小 ,偏小
码 也 太 大了 ,偏大
码 偏小 ,偏小
码 刚刚 好 ,尺码合适
码 刚好 ,尺码合适
码 可以 穿 ,整体满意度佳
码 合适 ,尺码合适
码 大了 ,偏大
码 大小 合适 ,尺码合适
码 完全 不小 也 不 紧 ,尺码合适
码 宽容 合适 ,尺码合适
码 小了 换 码 很 薄 透 ,偏薄
码 小胸 穿 也 很 好看 ,颜色外形美观
码 还是 长 ,偏长
码 正 合适 ,尺码合适
码 正好 ,尺码合适
码 正 正好 ,尺码合适
码 还 偏大 ,偏大
码 还是 很 松 ,偏松
码 还是 有点 大了 ,偏大
码 适合 ,描述适合
穿 上去 都 感觉 比 买 过 其他 款 要 大 ,行为建议
都 大了 ,偏大
长度 合适 ,尺码合适
服务 也 很 好 ,客服态度好
穿 nike 毛 布 类 板 鞋 都 太 大 ,偏大
偏大 看好 再买 衣服 很 好 ,偏大
品质 很 棒 ,做工优良
太 小 穿 不 进去 ,偏小
不错 有点 弹性 ,弹性佳
偏长 ,偏长
大小 合适 ,尺码合适
很 有型 应该 是 正品 超级 喜欢 ,原装正品
料子 很 好 摸 着 很 舒服 就是 有 薄 感觉 男朋友 穿着 有点 漏 点 ,偏薄
料子 很 好 摸 着 很 舒服 就是 有 薄 感觉 男朋友 穿着 有点 漏 点 ,材质佳
显得 宽松 ,宽松
活动价 格 性价比 不错 ,优惠活动
面料 真的 很 舒服 ,材质佳
质量 很 不错 ,做工优良
旗 下 服装 质量 很 好 ,做工优良
一直 非常 喜欢 ,意向顾客
快递 很 快 ,配送快
好 鞋 物流 也 不愧 为 旗舰 ,配送快
发货 速度 真的 越来越 快 ,发货快
真的 很 棒 ,整体满意度佳
客服 很 耐心 ,客服态度好
太 棒 ,整体满意度佳
很 棒 ,整体满意度佳
的确 耐磨 ,耐磨
耐磨 橡胶 鞋底 偏硬 ,偏硬
耐磨 橡胶 鞋底 偏硬 ,耐磨
就 到 ,配送快
估计 更 舒适 本人 正常 脚型 ,舒适度佳
刚好 ,尺码合适
合适 ,尺码合适
正 合适 ,尺码合适
正好 ,尺码合适
比 弟弟 平常 买 还要 大 ,行为建议
比较 合身 略 宽松 ,宽松
码 合适 ,尺码合适
稍微 大了 ,偏大
穿着 有点 宽松 ,宽松
女生 可以 穿 ,整体满意度佳
也 偏大 ,偏大
偏小 ,偏小
刚刚 好 ,尺码合适
刚好 ,尺码合适
刚好 也 不 衣服 质量 挺 好的 ,做工优良
刚好 合适 ,尺码合适
刚好 挺 舒服 不 起球 双十一 能 理解 ,尺码合适
刚好 挺 舒服 不 起球 双十一 能 理解 ,舒适度佳
号 合适 ,尺码合适
合适 ,尺码合适
合适 服务 很 好 ,尺码合适
好 一般 舒适 可以 好 ,舒适度佳
很 合适 ,尺码合适
穿 都 感觉 有点 大 ,偏大
正好 ,尺码合适
码 正好 ,尺码合适
码 略 小 ,偏小
码 肩膀 刚 合适 ,尺码合适
稍微 小了 点 ,偏小
穿着 正 合适 ,尺码合适
超级 合身 ,尺码合适
还是 大了 不过 宽松 有 宽松 穿 法 终 大 促 很 划算 ,偏大
还是 大了 不过 宽松 有 宽松 穿 法 终 大 促 很 划算 ,性价比高
还是 很大 ,偏大
还是 有点 大了 ,偏大
都 大 ,偏大
都 大了 ,偏大
都 有点 大 之外 ,偏大
非常 合身 ,尺码合适
正好 ,尺码合适
不错 ,整体满意度佳
不错 物流 有待 改进 ,配送慢
很 好 ,整体满意度佳
跟 图片 一样 ,与详情页一致
鞋子 太 硬 ,偏硬
怀疑 买了 假 鞋 ,正品与否
很 舒服 ,舒适度佳
气垫 ,气垫效果好
气垫 很 棒 ,气垫效果好
回弹 效果 很 棒 ,弹性佳
值得 购买 ,性价比高
就是 出乎意料 地 小 ,偏小
发货 快 ,发货快
买 回来 试穿 着 还 真 有点 费劲 ,穿脱困难
剩下 都 挺 好的 鞋子 也 漂亮 ,颜色外形美观
开线 说 好 ,脱线
不过 总体 还是 蛮 满意 客服 态度 也 挺 好的 ,客服态度好
请 耐心 等待 回复 其实 都 不用 客服 人员 ,回复机械
简直 是 白菜 价 ,性价比高
东西 照片 有色 差 ,有色差
会 回购 款 ,意向顾客
客服 态度 非常 非常 差 ,客服态度差
鞋子 挺 好看 ,颜色外形美观
差评 差评 差评 差评 大写 加 粗 差评 ,整体满意度差
美滋滋 稍微 有点 偏小 ,偏小
收到 马上 打开 就 知道 是 正品 绝对 值得 ,原装正品
好看 ,颜色外形美观
差评 ,整体满意度差
赞 ,整体满意度佳
上 脚 就 感觉 很 舒服 ,舒适度佳
和平 时 穿 对比 明显 小了 很多 ,偏小
就 到 ,配送快
内裤 竟然 有 浮毛 ,掉毛
包装袋 都 没有 ,无品牌购物袋
字 好 正品 顺丰 发货 就 等 天 ,原装正品
字 帅 ,设计好
字 赞 ,整体满意度佳
东西 也 大 盒子 ,包装尺寸不合适
小 袋子 是 发票 ,发票问题
帽子 用 大 盒子 装 ,包装尺寸不合适
是 中国制造 ,产地信息
是 越南 制造 ,产地信息
就 到 ,配送快
特别 大的 箱子 送 来 ,包装尺寸不合适
鞋 盒子 那么大 箱子 装 ,包装尺寸不合适
买了 就 降价 ,价格波动
买 完 就 降价 ,价格波动
买 就 降价 多 ,价格波动
好看 ,颜色外形美观
件 好 长 ,偏长
件 衣服 用 大 盒子 ,包装尺寸不合适
件 穿 正好 ,尺码合适
价钱 货 褪色 严重 ,掉色
会 儿 就 脏 ,不耐脏
会 功夫 裤 定 磨 毛 片 ,不耐磨
会 发货 发错 ,错件
出 汗 就 滑 很 ,抓地力差
一分价钱一分货 鞋底 子 有点 硬 ,偏硬
钱 货 感觉 像 假 ,正品与否
都 好 ,整体满意度佳
都 很 好 ,整体满意度佳
刷 到 就 马上 下 单 穿 起来 很 舒服 ,舒适度佳
动 就 凉快 ,透气
多 钱 买 假 ,正品与否
袜子 用 大 盒子 装 ,包装尺寸不合适
鞋 卖家 用 很大 包装盒 ,包装尺寸不合适
鞋子 明显 压变形 ,变形
鞋 用 大的 纸 箱子 ,包装尺寸不合适
句 话 布料 真心 差 ,材质欠佳
只 变形 ,变形
只 喜欢 穿 华莱士 很 软 很 舒服 ,舒适度佳
只 溢胶 ,溢胶
只 磨脚 ,磨脚
只 脚 线头 有点 多 ,线头
只 袜子 有点 脏 ,描述耐脏
只 鞋 头 有 地方 胶 不是 很 严谨 ,脱胶
只 鞋子 上 有 线头 ,线头
只 鞋子 后跟 有 小块 磨损 ,不耐磨
只 鞋子 是 脏 ,描述耐脏
只 鞋 磨脚 ,磨脚
只 鞋 脏 ,描述耐脏
周 才 发货 ,发货慢
一味 机械 一样 ,回复机械
场 球 下来 就 磨 掉 ,不耐磨
钱 衣服 也 是 脏 ,描述耐脏
堆 污渍 ,存在污渍
股 胶味 ,气味问题
一天 回复 就 算 快 ,回复速度慢
一天 下来 旁 边 都 磨破 ,磨脚
一天 到 ,配送快
一天 到 东北 鞋子 也 很 舒服 就是 有点 不好 穿 略 紧 ,舒适度佳
一天 到 东北 鞋子 也 很 舒服 就是 有点 不好 穿 略 紧 ,配送快
一天 到 ,配送快
一天 到位 吸汗 效果 还 不错 ,吸汗
一天 到 手 ,配送快
一天 到 ,配送快
一天 到货 ,配送快
一天 到货 非常 好 ,配送快
一天 到 鞋子 也好 匹 简直 完美 ,配送快
一天 就 到 ,配送快
一天 多 就 到 ,配送快
一天 就 到 ,配送快
一天 就 到 ,配送快
一天 就 到 ,配送快
一天 就 到 ,配送快
一天 就 到 给力 ,配送快
一天 就 到 速度 很 快 衣服 有点 大 ,偏大
一天 就 到 速度 很 快 衣服 有点 大 ,配送快
一天 就 到 手 ,配送快
一天 就 到货 ,配送快
一天 就 到货 ,配送快
一天 就 有点 磨 起球 ,起球
一天 时间 就 到 ,配送快
一天 都 不到 就 到 ,配送快
套 搭 起来 很 好看 ,搭配性强
套 效果 不错 ,版型不错
套 薄薄的 穿着 肯定 特别 舒服 ,舒适度佳
一如既往 地 合身 舒适 ,舒适度佳
一如既往 地 好 ,整体满意度佳
一如既往 地 好评 ,整体满意度佳
一如既往 地 好 阿 ,整体满意度佳
一如既往 地 满意 ,整体满意度佳
一如既往 地 舒服 ,舒适度佳
一如既往 好 ,整体满意度佳
一如既往 好 客服 服务 非常 好 ,客服态度好
一如既往 好评 舒服 ,舒适度佳
一如既往 很 好 ,整体满意度佳
一如既往 感觉 好 ,整体满意度佳
一如既往 支持 保暖 ,保暖
一如既往 不错 ,整体满意度佳
一如既往 合脚 ,尺码合适
一如既往 喜欢 ,整体满意度佳
舒服 不要不要的 ,舒适度佳
一如既往 喜欢 继续 买 买 买 ,意向顾客
一如既往 好 ,整体满意度佳
一如既往 好 买 过 无数 次 都 挺 好 都 买 件 ,意向顾客
一如既往 好 品质 ,做工优良
一如既往 好 哈 感觉 穿着 最 舒服 喜欢 喜欢 喜欢 ,舒适度佳
一如既往 好好 ,整体满意度佳
一如既往 好 穿 ,整体满意度佳
一如既往 好评 ,整体满意度佳
一如既往 完美 ,整体满意度佳
一如既往 快 ,配送快
一如既往 快递 超 棒 ,配送快
一如既往 棒 ,整体满意度佳
一如既往 满意 ,整体满意度佳
一如既往 舒服 ,舒适度佳
一如既往 舒适 ,舒适度佳
一如既往 赞 ,整体满意度佳
一如既往 还 不错 ,整体满意度佳
字 肩 很 好看 ,颜色外形美观
字 肩 得 绝 美 搭配 ,搭配性强
字 肩 白 连 衣 裙 清新 又 凉爽 ,透气
一定 会 再次 光顾 ,意向顾客
一定 会 力 荐 真的 很 不错 款式 也好 看 ,设计好
一定 是 假货 ,正品与否
一定 是 正品 ,原装正品
一定 要 买 正码 ,行为建议
一定 要 半号 没有 给 开发 票 ,发票问题
一定 要 给 件 推荐 ,意向顾客
一定 要 给 快递员 好评 ,快递态度好
一家 不错 店 ,整体满意度佳
小块 污垢 ,存在污渍
小块 污渍 ,存在污渍
小时 回 句 ,回复速度慢
儿子 表示 太 小 ,偏小
并 赞 ,整体满意度佳
开始 不知道 是不是 正品 ,原装正品
开始 发货 很 慢 换 码数 发 顺丰 还 不用 钱 服务 很 好 ,客服态度好
开始 发货 很 慢 换 码数 发 顺丰 还 不用 钱 服务 很 好 ,发货慢
开始 味道 有点 大 就 好 ,气味问题
开始 寄 错 货 ,错件
开始 拍 小了 码 ,行为建议
开始 挺 舒服 ,舒适度佳
开始 有点 掉毛 ,掉毛
开始 穿 太 磨脚 其他 都 还 好 ,磨脚
开始 穿 有点 硬 ,偏硬
开始 被 尺码 对照表 误导 ,尺码偏差
开始 还 把 脚 后跟 磨破 ,磨脚
